topic,argument,summary,stance,ibm_pro_deb_qs
gayRights,There are many heterosexual couples out there that adopt children but don't give the child the correct attention and proper upbringing it needs to be a good adult.,Gay parents can adopt and ensure a happy life for a baby.,1,0.6477168798446655
gayRights,Many studies have proved that parents sexuality has no effects on the child's sexuality.,Gay parents can adopt and ensure a happy life for a baby.,1,0.7175584435462952
gayRights,There have actually already been studies that prove the latter is true that children raised by same sex parents turned out just fine.,Gay parents can adopt and ensure a happy life for a baby.,1,0.6533503532409668
gayRights,Studies have already proven that a child from a homosexual couple turns out the same as a child from a heterosexual couple.,Gay parents can adopt and ensure a happy life for a baby.,1,0.6665124297142029
gayRights,Even if a couple is homosexual they still know what the speech is I mean I have never heard it from my parents but I have heard it from other people and on TV.,Gay parents can adopt and ensure a happy life for a baby.,1,0.4594835937023163
gayRights,Same sex couples can adopt and help kids in foster-care.,Gay parents can adopt and ensure a happy life for a baby.,1,0.6328457593917847
gayRights,"What is wrong with a capable couple giving an unwanted child a home, and their friends being curious about it?",Gay parents can adopt and ensure a happy life for a baby.,1,0.611785888671875
gayRights,"On the one hand, if the child is taken from an orphanage ... can he better still be in the family than there",Gay parents can adopt and ensure a happy life for a baby.,1,0.3758822381496429
gayRights,if people already are gay and become married thats not going to lead to an increase in the ammount of gays,Gay parents can adopt and ensure a happy life for a baby.,1,0.5155410170555115
gayRights,"Plus, there are SO many children in need of good, loving homes.",Gay parents can adopt and ensure a happy life for a baby.,1,0.4572326242923736
gayRights,What difference does it make if the parents are homosexual or heterosexual?,Gay parents can adopt and ensure a happy life for a baby.,1,0.5264318585395813
gayRights,"Single parents are capable of successfully raising children, and their children do fine growing up with only one gender role model.",Gay parents can adopt and ensure a happy life for a baby.,1,0.7945124506950378
gayRights,There is absolutely no proof that children who grow up in homosexual households suffer any sort of added mental problems,Gay parents can adopt and ensure a happy life for a baby.,1,0.7737862467765808
gayRights,It has already been proven through tedious studies that children adopted into same sex families turn out just the same as any other kid.,Gay parents can adopt and ensure a happy life for a baby.,1,0.6582560539245605
gayRights,"gay parents who support each other and love their children is a hundred times better than a divorce, which occurs so frequently nowadays…",Gay parents can adopt and ensure a happy life for a baby.,1,0.7374269366264343
gayRights,"Because you believe, without any actual basis, that homosexual parents are incapable of raising a child correctly.",Gay parents can adopt and ensure a happy life for a baby.,1,0.5600583553314209
gayRights,The fact is that Gays can have children in ways including adoption and artificial insemination,Gay parents can adopt and ensure a happy life for a baby.,1,0.5363988876342773
gayRights,Too many kids in the foster care program are being ignored in some states because they wont let a gay couple take them in.,Gay parents can adopt and ensure a happy life for a baby.,1,0.7002591490745544
gayRights,I think in the rare cases that they live in a homophobic comunity they would rather deal with the ridicule of having gay parents then the ridicule of having bruises all over their face.,Gay parents can adopt and ensure a happy life for a baby.,1,0.6469838619232178
gayRights,Is being the child of a gay couple really worse than having no parents at all?,Gay parents can adopt and ensure a happy life for a baby.,1,0.4898570477962494
gayRights,There are too many kids without parents to turn down a couple on the basis of their sexual orientation.,Gay parents can adopt and ensure a happy life for a baby.,1,0.6789703965187073
gayRights,I think most gay people would make better parents than a lot of straight parents.,Gay parents can adopt and ensure a happy life for a baby.,1,0.502173125743866
gayRights,How do you feel about those studies which that being raised by parents of the same sex has no ill effects on the child?,Gay parents can adopt and ensure a happy life for a baby.,1,0.3848117887973785
gayRights,Would you rather orphans had no parents then two parents of the same sex?,Gay parents can adopt and ensure a happy life for a baby.,1,0.405101329088211
gayRights,We all know there are some heterosexual couples who are clearly unqualified to raise children.,Gay parents can adopt and ensure a happy life for a baby.,1,0.6936259269714355
gayRights,the children would just as happy a life with a gay couple as a straight couple.,Gay parents can adopt and ensure a happy life for a baby.,1,0.4819912314414978
gayRights,it'll drain the congested orphanages,Gay parents can adopt and ensure a happy life for a baby.,1,0.5175908803939819
gayRights,"Gay people represent higher adoption rates to clean up the mess of straight people, to lower the population of people having children they cant care for",Gay parents can adopt and ensure a happy life for a baby.,1,0.6861132383346558
gayRights,Gay people cant make more gay people and they alwasy would be the minority.,Gay parents can adopt and ensure a happy life for a baby.,1,0.4266797602176666
gayRights,Just because gay marriage is allwoed doesn't mean everyone is going to become gay and children will cease to enter the world.,Gay parents can adopt and ensure a happy life for a baby.,1,0.5661104917526245
gayRights,all the toughness would make that kid an even better person than all the other kids that made fun of him or didn't step forward to defend him,Gay parents can adopt and ensure a happy life for a baby.,1,0.5392926931381226
gayRights,The judging of a couple's ability to raise a child is not up to you.,Gay parents can adopt and ensure a happy life for a baby.,1,0.5623934864997864
gayRights,The law only hurts children waiting to be adopted and deprives loving parents who would care for these children.,Gay parents can adopt and ensure a happy life for a baby.,1,0.7048423290252686
gayRights,"all this time, those kids remain in the orphanage, when they could be in the hands of very loving, very caring, very responsible people who could give them a much better life, a much better education and much more to experience.",Gay parents can adopt and ensure a happy life for a baby.,1,0.4772662818431854
gayRights,the people that make the best parents are the ones that wanted to be parents in the first place.,Gay parents can adopt and ensure a happy life for a baby.,1,0.4858825802803039
gayRights,"they are  guaranteed to WANT the child, unlike many straights .",Gay parents can adopt and ensure a happy life for a baby.,1,0.5593953132629395
gayRights,children raised in gay families are completely fine.,Gay parents can adopt and ensure a happy life for a baby.,1,0.5840542316436768
gayRights,"Homosexuals, like non-homosexuals, can become scientists and mathmaticians that supports the advancment of the human race.",People are born gay.,1,0.5282268524169922
gayRights,"if God did create all, then why did he create homosexuals?",People are born gay.,1,0.3842127621173858
gayRights,Gays also have feelings to each other.,People are born gay.,1,0.4906142950057983
gayRights,"Homosexuality is a person's personal choice,",People are born gay.,1,0.7065299153327942
gayRights,men sexually attracted to other men is a type of sexual orientation.,People are born gay.,1,0.5641228556632996
gayRights,Being Gay is NOT a disease buddy,People are born gay.,1,0.3927760422229767
gayRights,"I did not wake up one day and say, ""oh , I want to be gay today"".",People are born gay.,1,0.3253206014633178
gayRights,"you take the DSM as a supreme way of describing expert opinion on what is pathological (except for when it is corrupted by politicians), when the DSM doubles both as a clinical tool and a research tool.",People are born gay.,1,0.6782811284065247
gayRights,you take the DSM as a supreme way of describing expert opinion on what is pathological (except for when it is corrupted by politicians),People are born gay.,1,0.5819466710090637
gayRights,Gay people are always going to be gay.,People are born gay.,1,0.4408913850784302
gayRights,They aren't retarded.,People are born gay.,1,0.3792879581451416
gayRights,"actually, most people who are gay are born gay and cant help it",People are born gay.,1,0.374494731426239
gayRights,God created people so I guess one could say he also created gays,People are born gay.,1,0.3740945160388946
gayRights,our hearts are created equal as well as god created us.,People are born gay.,1,0.360253095626831
gayRights,Therefor being gay isn't a choice.,People are born gay.,1,0.4499665200710296
gayRights,"There is scientific proof, some animals have a gay lifestyle.",People are born gay.,1,0.6200263500213623
gayRights,"yes it,s all about being with someone you love.who you want to spend the rest of your life with",People are born gay.,1,0.5368198752403259
gayRights,"The argument that it is not natural is completely false as well, homosexuality was prevalent in ancient Rome, Greece and China, amongst others, and has been observed in animals from mammals to fish to insects.",People are born gay.,1,0.5112583637237549
gayRights,i think unless you live in bum fuck Alabama that homosexuality is something a person is born with and the gays are not gonna rub gay on you and make all your kids gay,People are born gay.,1,0.3414987623691559
gayRights,They shouldn't be banned by society just because their love is wrong and people should have open minds to it because its an emotion that they cannot control.,People are born gay.,1,0.5881443023681641
gayRights,Homosexuality is not a choice,People are born gay.,1,0.4986873865127563
gayRights,Are you honestly suggesting a large number of people should repress their sexuality for their entire lives?,People are born gay.,1,0.4474396407604217
gayRights,Homosexuality does not breed any disease or moral corruption,People are born gay.,1,0.5882708430290222
gayRights,There is no logical reason why homosexuality is wrong.,People are born gay.,1,0.5758617520332336
gayRights,"I would riot honestly if any GOOD human being knows what its like to absolutely love someone, then you also know what its like to imagine them being torn away from your arms and how much it hurts.",People are born gay.,1,0.4657406210899353
gayRights,In ancient Greece the male form was considered the ideal of beauty and the ancient Romans were fond of rampant homosexuality.,People are born gay.,1,0.4841568171977997
gayRights,Homosexuality hasn't been considered a disease by most scientists for 50 years by now,People are born gay.,1,0.5368414521217346
gayRights,Everyone needs a state of belongingness I think this what what they were all after.,People are born gay.,1,0.4020182192325592
gayRights,two its just two people that love each other,People are born gay.,1,0.4077911972999573
gayRights,"Not to be judgmental, but one Christian belief is that God loves everyone, we are all his children.",People are born gay.,1,0.4811088442802429
gayRights,"Personally, I think love is equal, whether is in the form of a man and a woman, a man with a man, or a woman with a woman.",People are born gay.,1,0.4158315062522888
gayRights,the only reason people should get married should be because they love each other and if two Gay people love each other they should be allowed to marry.,People are born gay.,1,0.7104313969612122
gayRights,"Since you cannot reasonably deny that, I would just hope that perhaps you'll start ignoring the bigotry and focusing on the love.",People are born gay.,1,0.4396288096904754
gayRights,"Nature didn't withold anything from them, they just generally don't sleep with people with whom they can make a kid.",People are born gay.,1,0.4806143045425415
gayRights,The only determinant to mairrage is love.,People are born gay.,1,0.5756062865257263
gayRights,Homosexuality is a natural phenomenon; it's just that you're attracted more to the people of the same sex.,People are born gay.,1,0.6352119445800781
gayRights,How would you feel if you were deeply in love with someone and could not be married to them because they were of the same sex as you?,People are born gay.,1,0.514630913734436
gayRights,homosexuality is not a choice,People are born gay.,1,0.4986873865127563
gayRights,homosexuality is not a choice (backed by a thing called science).,People are born gay.,1,0.5106055736541748
gayRights,for homosexuality is not an ideology but a description of sexuality,People are born gay.,1,0.4880074560642242
gayRights,It is wrong for gay marriage to be illegal because it's like trying o control people's feelings and feelings can't be controlled.,People are born gay.,1,0.601035475730896
gayRights,"People have no control over who they fall in love with, male or female.",People are born gay.,1,0.6631259322166443
gayRights,It is not abnormal.,People are born gay.,1,0.3615923225879669
gayRights,"Honestly I think that there is no difference in love if people are of different sex or no, the feelings and the affection are important.",People are born gay.,1,0.3597259223461151
gayRights,There is a logical reason to engage in homosexual behavior...it's natural.,People are born gay.,1,0.5615900754928589
gayRights,"here are some quotes of the topic of gay animals:  Roy and Silo, two male chinstrap penguins at New York's Central Park Zoo, were a couple for about six years  According to University of Oslo zoologist Petter Böckman, about 1,500 animal species are known to practice same-sex coupling, including bears, gorillas, flamingos, owls, salmon and many others.",People are born gay.,1,0.6136161684989929
gayRights,If you go to them its quite clear they do have very much to do with gay animals.,People are born gay.,1,0.4818187057971954
gayRights,It's about two people who are in love making a lifelong commitment to each other.,People are born gay.,1,0.6233024597167969
gayRights,"If God didn't plan for gays to exist, they wouldn't exist",People are born gay.,1,0.3664281368255615
gayRights,"Being Gay is a fact, albeit not in the majority of the people born.",People are born gay.,1,0.432342380285263
gayRights,love has no gender so why should marriage.,People are born gay.,1,0.5271956920623779
gayRights,this is a natural phenomenon and if such a thing happens we as humans shoulf support them,People are born gay.,1,0.4423081278800964
gayRights,Acceptance in this world to be able to love whom we want to love.,People are born gay.,1,0.4923502802848816
gayRights,"It took me 19 years to realize that I am still God's child and he loves me, even as a gay man.",People are born gay.,1,0.4175779223442077
gayRights,"Once I finally accepted who I was, who I had always been, God gave me the peace I needed.",People are born gay.,1,0.4267919063568115
gayRights,"God loves me for who I am, not what the world thinks I should be.",People are born gay.,1,0.4321064054965973
gayRights,"It was definitely hard to understand after years of being told how horrible and wrong all gay people were, only to realize I had been trying to be something I wasn't and it was slowly killing me from the inside out.",People are born gay.,1,0.4855825006961822
gayRights,"Monogamous, loving relationships with someone of the same gender.",People are born gay.,1,0.5968049168586731
gayRights,"It's not hokey, Joe, it is a way of life!",People are born gay.,1,0.3630595207214355
gayRights,some men have it internally and if they do then let them.,People are born gay.,1,0.4048252999782562
gayRights,"Because you don't recognize that romantic love can exist outside of a heterosexual woman, and man.",People are born gay.,1,0.4759110808372497
gayRights,You are referring to a Homosexual on the same levelings as a pedophile - you Sir are unimaginably deluded and pious.,People are born gay.,1,0.5032276511192322
gayRights,"sexual orientation does NOT bear on one's moral standing, those who think so are fools.",People are born gay.,1,0.6014893054962158
gayRights,They can love each other just as much as a straight couple.,People are born gay.,1,0.5791918635368347
gayRights,Respect them and their' love!,People are born gay.,1,0.3177182078361511
gayRights,it is not like they chose to but even if they did it is still not acceptable to ban it.,People are born gay.,1,0.4094136655330658
gayRights,"for those who claim it is against the Christian faith: If God was the creator off all, then why did he create gays?",People are born gay.,1,0.5143718123435974
gayRights,"You're not born gay   Yes you are, it is quite a detailed answer but if you would like I could go in to it.",People are born gay.,1,0.3744794726371765
gayRights,"Explain to me why you are right when you claim that homosexuality is a sin, yet those people who justified male superiority though the Bible, and kept women as second class citizens for the majority of human history were wrong.",People are born gay.,1,0.5718867182731628
gayRights,god created people so technically he also created gays,People are born gay.,1,0.3750716149806976
gayRights,some people are born gay and can't help the way they feel.,People are born gay.,1,0.5023519992828369
gayRights,If you were a good christian you would support love.,People are born gay.,1,0.4119720757007599
gayRights,love is love,People are born gay.,1,0.3717643618583679
gayRights,What exactly is immoral and irreligious about Homosexuality?,People are born gay.,1,0.4784815013408661
gayRights,"gays are born, not turned.",People are born gay.,1,0.4302046000957489
gayRights,"Just because it isn't the norm, and it doesn't bode well for the human race does not mean it is wrong and homosexuals shouldn't be allowed to marry.",People are born gay.,1,0.6826914548873901
gayRights,"Over 1500 species observed that show some kind of homosexual activity, with numerous cases of gay life bonding pairs",People are born gay.,1,0.5917492508888245
gayRights,"They have jobs, they pay taxes, they participate in committed loving relationships, they love and respect their parents.",People are born gay.,1,0.7015816569328308
gayRights,I am a GAY WOMAN and have been all my life.,People are born gay.,1,0.3403918445110321
gayRights,"If two people love each other, then ""The genitalia between""there""...legs shouldn't dictate with whom...""they"" can spend the rest of there life..."" with.",People are born gay.,1,0.4796559810638428
gayRights,LOVE is the reason people get married.,People are born gay.,1,0.4846079051494598
gayRights,"If god didn't want people to be gay, She wouldn't have created them.",People are born gay.,1,0.4264782965183258
gayRights,"With so many different beliefs, I think it should be left out, but as a Christian, isn't it taught that God loves everyone?",People are born gay.,1,0.4144140183925628
gayRights,mental condition means the mind isn't capable of using reason wish is so wrong as many homosexuals have the same capacity as straight men,People are born gay.,1,0.4985157251358032
gayRights,No one is forcing churches to perform gay marriges,Religion should not be used against gay rights.,1,0.5069268941879272
gayRights,"If your answer includes religious reasons or personal disgust, it has no validity in the legal decision.",Religion should not be used against gay rights.,1,0.6717096567153931
gayRights,"And again, the bible is not meant to be applied to law.",Religion should not be used against gay rights.,1,0.3526306748390198
gayRights,It being a 'sin' is irrelevant.,Religion should not be used against gay rights.,1,0.3739510476589203
gayRights,Archaic laws grounded in religious dogma should not be dictating rights in a secular society.,Religion should not be used against gay rights.,1,0.6220148801803589
gayRights,"And if you can be bothered to check the bible, there is nothing in there against homosexuality which doesn't have something silly nearby",Religion should not be used against gay rights.,1,0.4066132009029388
gayRights,Government shouldn't decide on who gets married to whom.,Religion should not be used against gay rights.,1,0.5385630130767822
gayRights,"And if you leave religion out of the picture, as you should, the answer is inescapable: Yes, it's ok.",Religion should not be used against gay rights.,1,0.4009100198745727
gayRights,Because I do know that in the bible it DOES state as a commandment even,Religion should not be used against gay rights.,1,0.3296926021575928
gayRights,shut up just stop right there because I've read the bible and I've read the commandments NOT one single time did it mention that two people of the same sex could not love one another,Religion should not be used against gay rights.,1,0.4439643621444702
gayRights,It is usually religious beliefs and guidance that stops others from doing a lot.,Religion should not be used against gay rights.,1,0.5893676280975342
gayRights,"Let the religious establishments keep their outdated rules and regulations concerning the ever advancing and evolving entity which is the human race, eventually they will govern no one as more and more people realize their flawed system and lack of truth",Religion should not be used against gay rights.,1,0.4864824116230011
gayRights,"Marriage, in this sense, is strictly a governmental institution; NO one, or at least very few, is even hinted that churches should be forced to marry anyone.",Religion should not be used against gay rights.,1,0.470181941986084
gayRights,"Marriage is not only a religious or cultural thing, but a governmental one.",Religion should not be used against gay rights.,1,0.4924455285072326
gayRights,"Its a legal union requiring a license from a government office, not from a religious organization.",Religion should not be used against gay rights.,1,0.5250052213668823
gayRights,I'm merely pointing out that the world religions of today did not invent marriage.,Religion should not be used against gay rights.,1,0.3983021676540375
gayRights,Not everything that the bible says is wrong should be illegal,Religion should not be used against gay rights.,1,0.4386730492115021
gayRights,Marriage as we describe it now is a civil contract and not a religious one.,Religion should not be used against gay rights.,1,0.5868627429008484
gayRights,"Seems to me that the only reason anyone has that it shouldn't be allowed is that the ""bible says it"" but if we are going to base all our laws off of what the bible says, shouldn't we also be stoning people for committing adultery, killing children for disrespecting their parents, and not allowing women to teach, speak, or even think for themselves?",Religion should not be used against gay rights.,1,0.4999368488788605
gayRights,"As I said, marriage is a civil union.",Religion should not be used against gay rights.,1,0.4071548879146576
gayRights,"the problem with this is that there isn't only one interpretation of christianity, and there are many interpretations of christian that accept homosexuality.",Religion should not be used against gay rights.,1,0.4539231956005096
gayRights,"The state also preforms marriages, no religion required .",Religion should not be used against gay rights.,1,0.4654076993465423
gayRights,"Misleading representatives of the church I suspect that are trying to spread their own personal preferences, in the same way the bible was recently used to defend slavery.",Religion should not be used against gay rights.,1,0.4669189155101776
gayRights,"Also those who are against it due to their religion need to realize that whether or not it is against their religion or not, that has nothing to do with it because ,last I checked, my country has the freedom of religion, meaning not everyone has to follow what one person believes.",Religion should not be used against gay rights.,1,0.479033499956131
gayRights,"Christians didn't invent marriage, it's not their business to police it",Religion should not be used against gay rights.,1,0.5267709493637085
gayRights,Homosexuals getting married in a civil ceremony and being viewed only legally should not enrage the religious.,Religion should not be used against gay rights.,1,0.5646779537200928
gayRights,SEPARATION OF RELIGION AND STATE  you cannot make it illegal for gays to marry just because your precious bible says so.,Religion should not be used against gay rights.,1,0.5164244174957275
gayRights,This is about how people oppress others in the name of their God.,Religion should not be used against gay rights.,1,0.4606702625751495
gayRights,where it stops being OK is when they try to use their scriptures to affect laws in secular societies by demonising Homosexuals and trying to change the attitudes of the people.,Religion should not be used against gay rights.,1,0.5481231808662415
gayRights,"Opponents of this, are forgetting that there is a separation of church and state.",Religion should not be used against gay rights.,1,0.387897253036499
gayRights,"so clearly the Church is not the only institution that can perform marriages- plus, there are registry offices that perform marriage services (at least here in the UK there are).",Religion should not be used against gay rights.,1,0.5188198685646057
gayRights,"Jesus opened his arms to EVERYONE, and it's not stated anywhere that he decided to hate gays.",Religion should not be used against gay rights.,1,0.3743284046649933
gayRights,"Plus, since when is being a good Christian about being anti-homosexuality?",Religion should not be used against gay rights.,1,0.3238696753978729
gayRights,God made woman for man and man should apreciate it,Religion does not permit gay marriages.,-1,0.3725820779800415
gayRights,The Bible is the only true book that will remain true forever.,Religion does not permit gay marriages.,-1,0.3760960698127746
gayRights,by doing the contrry is going agains God,Religion does not permit gay marriages.,-1,0.3310147225856781
gayRights,No one should ever have the right to force a religious institution to allow something that they don't believe in.,Religion does not permit gay marriages.,-1,0.6725634336471558
gayRights,it is a sin.,Religion does not permit gay marriages.,-1,0.369638442993164
gayRights,Homosexuality is also a sin,Religion does not permit gay marriages.,-1,0.4490087330341339
gayRights,it is wrong to live in a perspective of not producing children when overpopulation isn't met.,Religion does not permit gay marriages.,-1,0.6154221296310425
gayRights,Just because some religious people are willing to conduct homoxual marriages doesn't mean the whole religion should be forced to.,Religion does not permit gay marriages.,-1,0.6337421536445618
gayRights,"Marraige is a christian tradition, and homosexuality is against Christianity.",Religion does not permit gay marriages.,-1,0.5467943549156189
gayRights,"Why would I advocate paedophillia, it wrong and immoral   And homosexuality isn't?",Religion does not permit gay marriages.,-1,0.479808509349823
gayRights,o you're willing to discriminate against incest but not against homosexuality?,Religion does not permit gay marriages.,-1,0.4535039663314819
gayRights,"I do not at all feel as God wants two men or two woman to be together, as he has made each a man and a woman to combine and be together.",Religion does not permit gay marriages.,-1,0.3320533037185669
gayRights,"My most true motive for this view is what the Bible has to say about it, but I try not to debate based on Holy Books",Religion does not permit gay marriages.,-1,0.3868401944637298
gayRights,In the Bible it says that its a sin for marrying your same gender and its a immoral sin.,Religion does not permit gay marriages.,-1,0.4555628597736358
gayRights,I believe that it is wrong.,Religion does not permit gay marriages.,-1,0.3236483931541443
gayRights,"Religious  people have a monopoly on marraige, my reasoning still applies for Judaism.",Religion does not permit gay marriages.,-1,0.4864417612552643
gayRights,"If a man also lies with a man, as he lies with a woman, both of them have committed an abomination: they shall surely be put to death; their blood shall be upon them.",Religion does not permit gay marriages.,-1,0.6444683074951172
gayRights,I'm just saying that marriage is our thing and they should get there own thing.,Religion does not permit gay marriages.,-1,0.3883578479290008
gayRights,"you must also take into account the Jesus taught us to help sinners peaceful, hence the fact that we don't go around slaughter gays and adulterers.",Religion does not permit gay marriages.,-1,0.5272880792617798
gayRights,A marriage in the church is for a man and a woman ONLY,Religion does not permit gay marriages.,-1,0.3695447742938995
gayRights,"If we are talking about marriage in the sense of a union recognized by the church, then absolutely not.",Religion does not permit gay marriages.,-1,0.4117410182952881
gayRights,"hey would be legally recognized as married, but not recognized by the church.",Religion does not permit gay marriages.,-1,0.4337247908115387
gayRights,"The Bible clearly states that homosexuality is a sin, thus is you homosexual then you are against Christianity.",Religion does not permit gay marriages.,-1,0.4389589726924896
gayRights,"man is sexually attracted to other men and this is against that god's will, then yes, god made a mistake.",Religion does not permit gay marriages.,-1,0.4728429913520813
gayRights,"Judaism, Islam, Hinduism and Buddhism also have the right to choose who they wish to marry, none of those religions allow homosexuality.",Religion does not permit gay marriages.,-1,0.7667014598846436
gayRights,If they sin once they might as well sin again.,Religion does not permit gay marriages.,-1,0.3827565312385559
gayRights,"I don't support gay marriage, I don't think its right.",Religion does not permit gay marriages.,-1,0.3742707669734955
gayRights,"there are two sexes on this planet for a reason, if god wanted us to be gay then he would have only created one sex",Religion does not permit gay marriages.,-1,0.497366726398468
gayRights,We say homosexuality is wrong because the Creator who gives us our rights says it's wrong.,Religion does not permit gay marriages.,-1,0.5572037696838379
gayRights,they violate the law of god to marry the same sex.,Religion does not permit gay marriages.,-1,0.6178317666053772
gayRights,"The Biblie is clearly against homosexuality, that is common knowledge.",Religion does not permit gay marriages.,-1,0.4155592024326324
gayRights,"People are not immoral, their actions may be, and those actions are immoral.",Religion does not permit gay marriages.,-1,0.4689220488071441
gayRights,it is wrong to be a homosexual,Religion does not permit gay marriages.,-1,0.4863893687725067
gayRights,Not only is marrige defined in the dictionary as a bond between a man and a woman; it is also defined that way in the bible.,Religion does not permit gay marriages.,-1,0.4067414999008178
gayRights,I believe that homosexuallity is morally wrong and I don't want it in my country.,Religion does not permit gay marriages.,-1,0.4738296866416931
gayRights,which religion allows gay marraige?,Religion does not permit gay marriages.,-1,0.4041852653026581
gayRights,it's still a religiouse thing.,Religion does not permit gay marriages.,-1,0.3832227289676666
gayRights,It shouldnt be a man and a man or women and a women that is wrong,Religion does not permit gay marriages.,-1,0.4516856074333191
gayRights,"This is my personal law, Im not gonna be with another woman, couse my belief says its wrong.",Religion does not permit gay marriages.,-1,0.5199481248855591
gayRights,"Man shall not be with another man, and woman shall not be with another woman",Religion does not permit gay marriages.,-1,0.385050505399704
gayRights,Well the fact that it's wrong to be gay in the first place,Religion does not permit gay marriages.,-1,0.3185102045536041
gayRights,.why would you bring something so immoral and irreligious into the picture?,Religion does not permit gay marriages.,-1,0.4538934528827667
gayRights,i think they should stop being so open about it at least  no one wants to see that,Religion does not permit gay marriages.,-1,0.3733049035072326
gayRights,I don't care if they get married as long as they don't try to change religions I'm catholic I don't belive in it,Religion does not permit gay marriages.,-1,0.4372939765453338
gayRights,God didn't make the world to be full of gays,Religion does not permit gay marriages.,-1,0.3109956681728363
gayRights,Because it says not to be gay in the BIBLE and GOD created Adam and Eve not Adam and Eve!,Religion does not permit gay marriages.,-1,0.3128105700016022
gayRights,Heterosexual couples typically reproduce and homosexual couples never do.,Gay marriages are not normal/against nature.,-1,0.5214816331863403
gayRights,In the case of marriage it's because they normally produce kids.,Gay marriages are not normal/against nature.,-1,0.4791103005409241
gayRights,marriage is between a penis and a vagina.,Gay marriages are not normal/against nature.,-1,0.4740553796291351
gayRights,right now marriage IS equal: everyone can marry a member of the opposite sex.,Gay marriages are not normal/against nature.,-1,0.643625020980835
gayRights,Go to a country with morals and you'll see that marriage is between man and wife and that it is a religious ceremony.,Gay marriages are not normal/against nature.,-1,0.456920176744461
gayRights,But irregardless it is between a man and wife.,Gay marriages are not normal/against nature.,-1,0.4491701126098633
gayRights,it does matter to have a couple of a male and a female.,Gay marriages are not normal/against nature.,-1,0.5037758350372314
gayRights,is a relation between a man and a woman not between two person of the same sex,Gay marriages are not normal/against nature.,-1,0.4298800826072693
gayRights,Marriage is between a man and woman.,Gay marriages are not normal/against nature.,-1,0.4696439504623413
gayRights,there are two genders on the planet for a reason....................sex.,Gay marriages are not normal/against nature.,-1,0.5067296028137207
gayRights,It is not logical to engage in intercourse for any purpose other than procreation.,Gay marriages are not normal/against nature.,-1,0.4926109313964844
gayRights,"Marriage is betwixt a man and a woman, can a homosexual marriage truly  be  a marriage?",Gay marriages are not normal/against nature.,-1,0.4970675110816955
gayRights,i supported is that of Shadowwolf when he stated that men and women should fall in love.,Gay marriages are not normal/against nature.,-1,0.3835119009017944
gayRights,"It can be the result of childhood or adult trauma, genetic hormonal imbalance's, environmental variables, the list is endless.",Gay marriages are not normal/against nature.,-1,0.6483133435249329
gayRights,Marriage I feel should be between a man and a woman,Gay marriages are not normal/against nature.,-1,0.4288749396800995
gayRights,"Marriage is, by definition, a union between a man and a woman.",Gay marriages are not normal/against nature.,-1,0.4609790742397308
gayRights,You probably cant help who you love but you certainly can help who you marry.,Gay marriages are not normal/against nature.,-1,0.4985459744930267
gayRights,God made man for woman and woman for man thats all I got to say.,Gay marriages are not normal/against nature.,-1,0.364374041557312
gayRights,A marrige is to all intents to allow to people of the oppiste sex to procreate,Gay marriages are not normal/against nature.,-1,0.3950288891792297
gayRights,"Let me just say, gay patnerships should be allowed but not gay marrige,my farther was gay but he hid the fact and walked out on us to pursue his gay lifestyle when i was 4",Gay marriages are not normal/against nature.,-1,0.3177809715270996
gayRights,Marriage is when man and women get married,Gay marriages are not normal/against nature.,-1,0.4148346781730652
gayRights,the meaning of married is sacred between a MAN and a Woman.,Gay marriages are not normal/against nature.,-1,0.5095084309577942
gayRights,"In the states eyes homosexual couples cannot produce offspring therefore do not fulfill states interest, and do not deserve the right.",Gay marriages are not normal/against nature.,-1,0.5998372435569763
gayRights,"A homosexual relationship will be lacking the legal bind, and the ability to produce offspring.",Gay marriages are not normal/against nature.,-1,0.5622962713241577
gayRights,The reason they regulate marriage over these other relationships is because marriage is where you are meant to produce a larger workforce.,Gay marriages are not normal/against nature.,-1,0.549645721912384
gayRights,"Marriage is by definition between a man and a woman, and no one else, and the states interest is in a procreative type relationship, a gay couple does not entitle to these benefits.",Gay marriages are not normal/against nature.,-1,0.6084474921226501
gayRights,THEY SHOULDN'T MARRY.,Gay marriages are not normal/against nature.,-1,0.3640768826007843
gayRights,"If sex produces kids then homosexuals should be having kids, unless something else is going on here.",Gay marriages are not normal/against nature.,-1,0.5274176001548767
gayRights,"In my opinion, marriage is between a man and a woman.",Gay marriages are not normal/against nature.,-1,0.4124142229557037
gayRights,"god made man and woman,",Gay marriages are not normal/against nature.,-1,0.404597133398056
gayRights,I am being serious that there is no  logical  reason to engage in homosexuality.,Gay marriages are not normal/against nature.,-1,0.4264139831066131
gayRights,"you need 2 different sexes to make a normal family work, you need breast milk, you need sperm cells, you need egg cell, you need both the female and the male to function as a normal family, and in my opinion, gay married couples are not a normall functioning family.",Gay marriages are not normal/against nature.,-1,0.68006831407547
gayRights,"Homosexuals hurt the idea of family morales,",Gay marriages are not normal/against nature.,-1,0.5383079051971436
gayRights,"there are two sexes on this planet for a reason, if god wanted us to be gay then he would have only created one sex.",Gay marriages are not normal/against nature.,-1,0.5477632284164429
gayRights,"Marriage, by definition, is a legal contract between a man and a woman.",Gay marriages are not normal/against nature.,-1,0.4782508015632629
gayRights,"As of now, marriage is a legal covenant designed to take into interest the future plans of a man and women and progeny.",Gay marriages are not normal/against nature.,-1,0.5905723571777344
