topic,argument,key_point,stance,label,ibm_pro_deb_qs
We should ban cosmetic surgery,cosmetic surgery can lead to body problems with time passing. it's not a 100% safe treatment and will only endanger people life while not worthing more,cosmetic surgery is a waste of medical personal and resources.,1,0,0.7368177175521851
We should ban cosmetic surgery,cosmetic surgery can lead to damaged tissue in people body undergoing this treatment. this can lead to unforeseen problems that can lead to death,cosmetic surgery is a waste of medical personal and resources.,1,0,0.8852574825286865
We should ban cosmetic surgery,"cosmetic surgery can make a huge difference in how people feel about themselves, giving a higher quality of life.",cosmetic surgery corrects defects either from birth or accidents,-1,0,0.9628614187240601
We should ban cosmetic surgery,"cosmetic surgery can result in painful complications and health problems, is costly and fosters the damaging idea that image is of overriding importance.",cosmetic surgery is a waste of medical personal and resources.,1,0,0.9893479943275452
We should ban cosmetic surgery,cosmetic surgery causes unnecessary risks to the patient for a purely narcissistic procedure.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.8896272778511047
We should ban cosmetic surgery,cosmetic surgery has been a saving grace to people who have sustained serious injuries and need reconstructive cosmetic surgery.,cosmetic surgery corrects defects either from birth or accidents,-1,1,0.924758791923523
We should ban cosmetic surgery,cosmetic surgery has been known to lead to deaths due to botched jobs. it should be banned so these deaths do not occur.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.9573787450790405
We should ban cosmetic surgery,cosmetic surgery has helped many people that had birth defects.,cosmetic surgery corrects defects either from birth or accidents,-1,1,0.851666271686554
We should ban cosmetic surgery,cosmetic surgery has too many risks of something going wrong compared to the benefit of looking more aesthetically pleasing.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.9402215480804443
We should ban cosmetic surgery,cosmetic surgery helps burn and accident victims to heal and look more normal.,cosmetic surgery corrects defects either from birth or accidents,-1,1,0.9190436005592346
We should ban cosmetic surgery,"cosmetic surgery helps correct facial defects in children, giving them the chance at a normal life.",cosmetic surgery corrects defects either from birth or accidents,-1,1,0.9591120481491089
We should ban cosmetic surgery,"cosmetic surgery is  putting people's lives at risk, so we should really ban it",cosmetic surgery is a waste of medical personal and resources.,1,0,0.9269696474075317
We should ban cosmetic surgery,"cosmetic surgery is a decision that a doctor and a patient makes, and we should not infringe on their choice.",cosmetic surgery corrects defects either from birth or accidents,-1,0,0.9087926745414734
We should ban cosmetic surgery,"cosmetic surgery is a harmful, invasive and unnecessary procedure that in the future will be looked upon as a barbaric practice, the way we look back at victorian medical procedures.",cosmetic surgery is a waste of medical personal and resources.,1,0,0.9552658200263977
We should ban cosmetic surgery,cosmetic surgery is addictive and leads to some people turning their otherwise healthy bodies into sickly silicone wrecks.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.9560179710388184
We should ban cosmetic surgery,cosmetic surgery is dangerous and addictive,cosmetic surgery is a waste of medical personal and resources.,1,0,0.9175382256507874
We should ban cosmetic surgery,cosmetic surgery is dangerous and has killed people in the past.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.9320778250694275
We should ban cosmetic surgery,cosmetic surgery is dangerous and kills people every year.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.90742427110672
We should ban cosmetic surgery,cosmetic surgery is dangerous and should be banned.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.8835445642471313
We should ban cosmetic surgery,cosmetic surgery is dangerous and turns out bad for the patient more often than not. this leaves them in worse shape than they were before the surgery.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.9458023309707642
We should ban cosmetic surgery,"cosmetic surgery is expensive, needless, and may give people a false sense of what is beautiful.",cosmetic surgery is a waste of medical personal and resources.,1,0,0.7713152766227722
We should ban cosmetic surgery,cosmetic surgery is helpful to those who have been disfigured due to injury regain their confidence by removing scars and improving the look of their damaged skin.,cosmetic surgery corrects defects either from birth or accidents,-1,1,0.9397629499435425
We should ban cosmetic surgery,"cosmetic surgery is known to be risky and detrimental to everybody in the long-term, particularly those that have a number of treatment",cosmetic surgery is a waste of medical personal and resources.,1,0,0.9296525716781616
We should ban cosmetic surgery,cosmetic surgery is often abused and used for selfish unreasonable motives,cosmetic surgery is a waste of medical personal and resources.,1,0,0.9579065442085266
We should ban cosmetic surgery,cosmetic surgery is only for the wealthy and results in poor people feeling worse about themselves.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.9284572601318359
We should ban cosmetic surgery,cosmetic surgery is taking unnecessary risks.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.931526243686676
We should ban cosmetic surgery,cosmetic surgery is too dangerous and people should be who they are,cosmetic surgery is a waste of medical personal and resources.,1,0,0.8757187724113464
We should ban cosmetic surgery,cosmetic surgery is too risky and unnecessary. it isn't needed to improve a health outcome therefore making it too risky for something completely unnecessary.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.9257128834724426
We should ban cosmetic surgery,cosmetic surgery is unnecessary and dangerous.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.8779916763305664
We should ban cosmetic surgery,cosmetic surgery is unnecessary and does not provide health benefits,cosmetic surgery is a waste of medical personal and resources.,1,0,0.9260959029197693
We should ban cosmetic surgery,cosmetic surgery is unnecessary except for medical purposes,cosmetic surgery is a waste of medical personal and resources.,1,0,0.8023460507392883
We should ban cosmetic surgery,cosmetic surgery is vital for people like burn victims to heal and feel more normal.,cosmetic surgery corrects defects either from birth or accidents,-1,0,0.9299882650375366
We should ban cosmetic surgery,cosmetic surgery it is a personal choice and no one has the right to deny them that,cosmetic surgery corrects defects either from birth or accidents,-1,0,0.8897396326065063
We should ban cosmetic surgery,cosmetic surgery just increases the prevalence of body dysmorphia and leaves the poor with no access to such treatments. for these reasons it should be banned.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.988818347454071
We should ban cosmetic surgery,cosmetic surgery leads to some people becoming disfigured when they are operated on by unskilled surgeons.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.9505888223648071
We should ban cosmetic surgery,cosmetic surgery makes people feel better about themselves.,cosmetic surgery corrects defects either from birth or accidents,-1,0,0.8936338424682617
We should ban cosmetic surgery,cosmetic surgery only changes the outer appearance of a person and doesn't deal with the emotional issues that make someone feel they are less perfect just as they are.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.8951246738433838
We should ban cosmetic surgery,cosmetic surgery ought to be available to anyone who has a disfigurement,cosmetic surgery corrects defects either from birth or accidents,-1,1,0.8666858077049255
We should ban cosmetic surgery,cosmetic surgery presents many health risks.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.9453405737876892
We should ban cosmetic surgery,cosmetic surgery promotes unhealthy body image ideals,cosmetic surgery is a waste of medical personal and resources.,1,0,0.9940605759620667
We should ban cosmetic surgery,cosmetic surgery provides an important resource for people who have been involved in accidents and helps to enable them to resume a normal life.,cosmetic surgery corrects defects either from birth or accidents,-1,1,0.9759258031845093
We should ban cosmetic surgery,cosmetic surgery should be allowed in a free enterprise system where people can act of their own free will in making that decision.,cosmetic surgery corrects defects either from birth or accidents,-1,0,0.9777297377586365
We should ban cosmetic surgery,cosmetic surgery should be banned as more people are feeling under pressure to become more youthful or beautiful and not all cosmetic surgery is safe,cosmetic surgery is a waste of medical personal and resources.,1,0,0.9299015998840332
We should ban cosmetic surgery,"cosmetic surgery should be banned because a lot of people these days continuously get it, which can eventually lead to them having a mental disorder.",cosmetic surgery is a waste of medical personal and resources.,1,0,0.8339472413063049
We should ban cosmetic surgery,cosmetic surgery should be banned because the risks attached both to the surgery and in the longer term are not worth the gains.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.9233703017234802
We should ban cosmetic surgery,cosmetic surgery should be lawful as everyone should be allowed to do anything to their body as long as they are informed and aware of the risks.,cosmetic surgery corrects defects either from birth or accidents,-1,0,0.9505059123039246
We should ban cosmetic surgery,cosmetic surgery should not be banned because it helps people recover from traumatic injuries resulting from accidents or disease.,cosmetic surgery corrects defects either from birth or accidents,-1,1,0.9514010548591614
We should ban cosmetic surgery,cosmetic surgery shouldn't be banned because there are plenty of cases and times when someone is in a accident and they actually need it to fix their appearance.,cosmetic surgery corrects defects either from birth or accidents,-1,1,0.8958219289779663
We should ban cosmetic surgery,"cosmetic surgery simply forces an ideal model for children to feel that they need to follow in order to be accepted in the world, and should be banned.",cosmetic surgery is a waste of medical personal and resources.,1,0,0.9409251809120178
We should ban cosmetic surgery,cosmetic surgery supports the idea that young people are not good enough as they are and that they require invasive procedures in order to look good enough for society.,cosmetic surgery is a waste of medical personal and resources.,1,0,0.9331802725791931
We should ban cosmetic surgery,"cosmetic surgery, other than for disfigurments, should be banned.  society puts too much pressure on people to look perfect.  people should embrace individuality.",cosmetic surgery is a waste of medical personal and resources.,1,0,0.9540531635284424
Entrapment should be legalized,criminals are going to commit the crime either way. by allowing law enforcentment to use entrapment you just catch them sooner and keep that many more people safe.,entrapment can help discover a guilty party when all else fails.,1,0,0.8935692310333252
We should abolish the three-strikes laws,"criminals should have a chance to go straight, even if they've committed the same crime multiple times.",the three strike law prohibits reform of offenders.,1,1,0.8019652962684631
We should abolish the three-strikes laws,"criminals shouldn't get extra chances when committing crimes anyway, so the three-strikes law is not necessary.",the three strike law prohibits reform of offenders.,1,0,0.8835728168487549
The use of public defenders should be mandatory,defending one's self in court and not using a public defender is just stupid.   they know and understand the law better than someone not trained/taught in such.,everyone would be able to access legal representation just like everyone else.,1,0,0.8278825283050537
Entrapment should be legalized,democracy could never allow entrapment,people might commit a crime they would not under normal circumstances,-1,0,0.6183362603187561
We should end racial profiling,disclaimer: this one is a tough thing to contest on a personal level. we should keep racial profiling because it sometimes streamlines investigative resources.,racial profiling is the most efficient way to stop crimes and terrorism.,-1,0,0.7469035387039185
We should adopt a zero-tolerance policy in schools,each case needs to be reviewed independently and punishments then established.,zero-tolerance policies do not work in schools.,-1,0,0.7987377643585205
We should adopt a zero-tolerance policy in schools,each case needs to be reviewed to decide appropriate  discipline.,zero-tolerance policies do not work in schools.,-1,0,0.7671031355857849
The use of public defenders should be mandatory,each person has the right to decide if he/she wants a public defender,public defenders can be biased against people they are forced to represent,-1,0,0.9068336486816406
We should end the use of economic sanctions,economic sanction can provide the tangible and psychological equity that are preconditions for restorative justice,economic sanctions can be very effective in bringing about social change,-1,1,0.9128143787384033
We should end the use of economic sanctions,economic sanctions affect the citizens of a country: farmers factory workers and others as the products they produce are unintended targets of sanctions.,economic sanctions are not effective.,1,0,0.9743135571479797
We should end the use of economic sanctions,economic sanctions affect the workers of the sanctioned countries and not the leaders,economic sanctions are not effective.,1,0,0.9149360656738281
We should end the use of economic sanctions,economic sanctions always punish the innocent people of the country not the oppressive regimes.,economic sanctions are not effective.,1,0,0.9718411564826965
We should end the use of economic sanctions,economic sanctions are a clear message to foreign governments that their activities will not be tolerated and their economies and their population will be punished until they make changes.,economic sanctions can be very effective in bringing about social change,-1,0,0.9639947414398193
We should end the use of economic sanctions,economic sanctions are a good way for a government to show disapproval without resorting to violence.,economic sanctions can be very effective in bringing about social change,-1,0,0.9974833726882935
We should end the use of economic sanctions,economic sanctions are a good way to get things to happen in a target area,economic sanctions can be very effective in bringing about social change,-1,0,0.9231114387512207
We should end the use of economic sanctions,economic sanctions are an effective way to signify that human rights abuses will not be tolerated.,economic sanctions can be very effective in bringing about social change,-1,0,1.007683277130127
We should end the use of economic sanctions,economic sanctions are an important and valuable tool in international relations with countries. they are a diplomatic option that can be used to solve problems without military conflict.,economic sanctions can be very effective in bringing about social change,-1,0,1.0014287233352661
We should end the use of economic sanctions,economic sanctions are controversial and punish primarily innocent and poor people who are living on a day-to-day basis to get something to eat,economic sanctions are not effective.,1,0,1.0026700496673584
We should end the use of economic sanctions,economic sanctions are cruel and we should be able to negotiate,economic sanctions are not effective.,1,0,0.9281595945358276
We should end the use of economic sanctions,economic sanctions are designed to curb human rights violators and their collaborators,economic sanctions can be very effective in bringing about social change,-1,0,0.9371291995048523
We should end the use of economic sanctions,economic sanctions are effective and are a response to other nations that does not use military force.,economic sanctions can be very effective in bringing about social change,-1,0,0.9031895399093628
We should end the use of economic sanctions,economic sanctions are far better than using military force,economic sanctions can be very effective in bringing about social change,-1,0,0.9002546668052673
We should end the use of economic sanctions,economic sanctions are favoured as they can be a peaceful alternative to military action,economic sanctions can be very effective in bringing about social change,-1,0,0.97367262840271
We should end the use of economic sanctions,economic sanctions are immoral and hurt the people they are supposed to be protecting.,economic sanctions are not effective.,1,0,0.9779765605926514
We should end the use of economic sanctions,economic sanctions are needed to punish countries that don't play by international rules.,economic sanctions can be very effective in bringing about social change,-1,0,0.9345402717590332
We should end the use of economic sanctions,economic sanctions are not a viable means to any end. they constrict innovation and efficiency and are of no benefit to any one.,economic sanctions are not effective.,1,1,1.0530376434326172
We should end the use of economic sanctions,economic sanctions are often the only way to force countries to comply with international law.,economic sanctions can be very effective in bringing about social change,-1,0,0.9769368767738342
We should end the use of economic sanctions,economic sanctions are sometimes the only thing that a leader will respond to,economic sanctions can be very effective in bringing about social change,-1,0,0.9240297675132751
We should end the use of economic sanctions,economic sanctions are the only peaceful means to change the behavior of aggresive regimes.,economic sanctions can be very effective in bringing about social change,-1,0,1.0223160982131958
We should end the use of economic sanctions,economic sanctions are the only thing that will get the leader of a country to change his actions,economic sanctions can be very effective in bringing about social change,-1,0,0.9558333158493042
We should end the use of economic sanctions,economic sanctions are the only way to force other countries to give up certain damaging actions by affecting a larger crowd that simply the government people.,economic sanctions can be very effective in bringing about social change,-1,0,0.8988940715789795
We should end the use of economic sanctions,economic sanctions are useful in deterring unacceptable behavior from other governments.,economic sanctions can be very effective in bringing about social change,-1,0,0.9920801520347595
We should end the use of economic sanctions,economic sanctions are useful to stop bad actions.,economic sanctions can be very effective in bringing about social change,-1,0,0.8543798327445984
We should end the use of economic sanctions,economic sanctions can adversely effect the poorest in a society leading to deaths.,economic sanctions are not effective.,1,0,1.0414644479751587
We should end the use of economic sanctions,economic sanctions can assist in deterring deadly threats against our nation,economic sanctions can be very effective in bringing about social change,-1,0,1.000135064125061
We should end the use of economic sanctions,economic sanctions can be the only way to enforce international law.,economic sanctions can be very effective in bringing about social change,-1,0,0.9737972021102905
We should end the use of economic sanctions,economic sanctions can cause distress and strain between countries,economic sanctions are not effective.,1,0,0.9992396831512451
We should end the use of economic sanctions,economic sanctions can end up hurting the poorest in societies.,economic sanctions are not effective.,1,0,1.0261814594268799
We should end the use of economic sanctions,economic sanctions can have lasting effects on the population of country under sanction.,economic sanctions are not effective.,1,0,0.9702470898628235
We should end the use of economic sanctions,economic sanctions can help control financial situations,economic sanctions can be very effective in bringing about social change,-1,0,0.9523894190788269
We should end the use of economic sanctions,economic sanctions can help force countries to provide better treatment for the common people of that country.,economic sanctions can be very effective in bringing about social change,-1,1,0.9524532556533813
We should end the use of economic sanctions,economic sanctions can hurt international trade.,economic sanctions are not effective.,1,0,0.9697158336639404
We should end the use of economic sanctions,economic sanctions causes safer trading of goods,economic sanctions can be very effective in bringing about social change,-1,0,0.8915624618530273
We should end the use of economic sanctions,economic sanctions choke off the economy in a way that punishes ordinary citizens for their government's actions.,economic sanctions are not effective.,1,0,1.0112886428833008
We should end the use of economic sanctions,"economic sanctions do not help dealing with  bad countries, they just starve  people living in the effected areas.",economic sanctions are not effective.,1,0,0.9529879093170166
We should end the use of economic sanctions,economic sanctions end up hurting the people at the bottom,economic sanctions are not effective.,1,0,0.9733421802520752
We should end the use of economic sanctions,economic sanctions generally end up hurting more than just those they are applied against and are no longer in the best interest of our country,economic sanctions are not effective.,1,0,0.9923178553581238
We should end the use of economic sanctions,economic sanctions help our country.,economic sanctions can be very effective in bringing about social change,-1,0,0.7773067951202393
We should end the use of economic sanctions,economic sanctions hurt a country's ability to grow economically and thereby become democracies.,economic sanctions are not effective.,1,0,1.041800618171692
We should end the use of economic sanctions,economic sanctions hurt families but do little to change political policies.,economic sanctions are not effective.,1,0,1.0076130628585815
We should end the use of economic sanctions,economic sanctions hurt innocent people and create political tensions,economic sanctions are not effective.,1,0,1.0401382446289062
We should end the use of economic sanctions,economic sanctions hurt the average citizen who has not done anything wrong while the guilty parties in the government still are well taken care of,economic sanctions are not effective.,1,0,0.9305645823478699
We should end the use of economic sanctions,"economic sanctions hurt the poor, working class and has little affect on the ruling party.",economic sanctions are not effective.,1,0,1.0459953546524048
We should end the use of economic sanctions,economic sanctions hurt the poorest people of a nation,economic sanctions are not effective.,1,0,1.0342954397201538
We should end the use of economic sanctions,economic sanctions impede free trade and hinder economic development,economic sanctions are not effective.,1,0,1.0234324932098389
We should end the use of economic sanctions,economic sanctions keep businesses in line.,economic sanctions can be very effective in bringing about social change,-1,0,0.898725152015686
We should end the use of economic sanctions,economic sanctions keep other countries from building up arsenals and help to protect people.,economic sanctions can be very effective in bringing about social change,-1,0,0.9306313991546631
We should end the use of economic sanctions,economic sanctions make items made in foreign countries and shipped here more affordable for struggling americans.,economic sanctions can be very effective in bringing about social change,-1,0,0.984833836555481
We should end the use of economic sanctions,economic sanctions must be retained as it is the only way in which dishonest countries can be made to mend their ways.,economic sanctions can be very effective in bringing about social change,-1,0,0.991260290145874
We should end the use of economic sanctions,economic sanctions offer an effective way to deal with international conflict which does not involve military action.,economic sanctions can be very effective in bringing about social change,-1,0,1.0292487144470215
We should end the use of economic sanctions,economic sanctions only hurt our economy by taking money out of it.,economic sanctions are not effective.,1,0,1.0155446529388428
We should end the use of economic sanctions,economic sanctions only hurt productivity.,economic sanctions are not effective.,1,0,0.9879584908485413
We should end the use of economic sanctions,economic sanctions only hurt the general population of a country and not the people who are running it,economic sanctions are not effective.,1,0,1.0285927057266235
We should end the use of economic sanctions,economic sanctions only hurt the normal working class citizens,economic sanctions are not effective.,1,0,1.0070222616195679
We should end the use of economic sanctions,economic sanctions only hurt those at the bottom of society and foster further friction with countries we should be trying to find a more diplomatic solution with.,economic sanctions are not effective.,1,0,1.0113879442214966
We should end the use of economic sanctions,economic sanctions only serve to punish the citizens of a nation for the misdeeds of a few in power.,economic sanctions are not effective.,1,0,1.0311059951782227
We should end the use of economic sanctions,economic sanctions provide an easy way to protest and can easily be reversed when situations change.,economic sanctions can be very effective in bringing about social change,-1,0,0.9472585320472717
We should end the use of economic sanctions,economic sanctions punish innocent civilians who have no control over the actions of their government so should be abolished.,economic sanctions are not effective.,1,0,1.0006566047668457
We should end the use of economic sanctions,economic sanctions raise the prices of goods for many consumers and many can't afford the higher priced goods.,economic sanctions are not effective.,1,0,0.9821204543113708
We should end the use of economic sanctions,economic sanctions should be ended as it usually tends to make life harder for the innocent poor citizens who have no idea about what's going on,economic sanctions are not effective.,1,0,0.9968958497047424
We should end the use of economic sanctions,economic sanctions should be ended as these sanctions have a negative impact on poor countries whose leaders are despots and dictators.,economic sanctions are not effective.,1,0,1.026423454284668
We should end the use of economic sanctions,economic sanctions should be ended because they are cruel and they don't work. sanctions harm ordinary citizens including the poor of these countries which is inhumane.,economic sanctions are not effective.,1,0,1.0236138105392456
We should end the use of economic sanctions,economic sanctions should be ended so that poor people in the affected countiries can have food on the table.,economic sanctions are not effective.,1,0,0.8975797891616821
We should end the use of economic sanctions,economic sanctions shouldn't be ended because it helps keep most countries in order,economic sanctions can be very effective in bringing about social change,-1,0,0.8280361890792847
We should end the use of economic sanctions,economic sanctions take a long time to work and events can be developing too quickly for them to be a viable option,economic sanctions are not effective.,1,1,0.9279582500457764
We should end the use of economic sanctions,economic sanctions target the people for punishment instead of the government,economic sanctions are not effective.,1,0,0.9802342653274536
We should end the use of economic sanctions,economic sanctions usually do not prove to be effective and tend to cause hard feelings between the countries involved.,economic sanctions are not effective.,1,1,0.9928603172302246
We should end the use of economic sanctions,economic sanctions will mean a cut in government service which will be to the detriment of the coutries citizens,economic sanctions are not effective.,1,0,0.8763536810874939
We should end the use of economic sanctions,economic sanctions work when a country relies on exports for most of their wealth,economic sanctions can be very effective in bringing about social change,-1,0,0.895728588104248
We should end the use of economic sanctions,economic sanctions works and gives lessons to those countries that don't follow rules.,economic sanctions can be very effective in bringing about social change,-1,0,0.8863321542739868
We should subsidize student loans,"education is expensive, and subsizing student loans encourages an academic career path, creating individuals who typically go on to contribute more to the economy via higher paid jobs.",education should be available to people of all economic backgrounds.,1,0,1.0170797109603882
We should subsidize student loans,education is important to ensure the continued progress of humanity and to move humanity forwards; for this reason we should subsidise loans for students.,education should be available to people of all economic backgrounds.,1,0,0.9324288964271545
We should end the use of economic sanctions,embargo could negatively affect the economy of the imposing country,economic sanctions are not effective.,1,0,0.9012240171432495
We should end the use of economic sanctions,ending sanctions will stop uneeded fees.,economic sanctions are not effective.,1,0,0.44396504759788513
We should end the use of economic sanctions,ending the use of economic sanctions will help the  population who suffer as a result of them.   governments do not seem to worry too much about sanctions.,economic sanctions are not effective.,1,0,0.9019480347633362
Entrapment should be legalized,"entrap should remain illegal, as it wrongly places innocent citizens in situations where they have no choice but to incriminate themselves",people might commit a crime they would not under normal circumstances,-1,0,0.9634085893630981
Entrapment should be legalized,entrapment  creates artificial circumstances where someone may do something which they would not otherwise do due to the level of enticement.,people might commit a crime they would not under normal circumstances,-1,1,0.9298088550567627
Entrapment should be legalized,entrapment allows for officers to capture criminals who are trying to evade police in a manner that they would not expect.,entrapment can help discover a guilty party when all else fails.,1,0,0.9562656879425049
Entrapment should be legalized,entrapment allows for the easy arrest of criminals,entrapment can help discover a guilty party when all else fails.,1,0,0.9003546833992004
Entrapment should be legalized,entrapment allows law enforcement to catch criminals red-handed.,entrapment can help discover a guilty party when all else fails.,1,0,0.957532525062561
Entrapment should be legalized,entrapment can be a powerful law enforcement tool to catch criminals before they commit that crime against the general public,entrapment can help discover a guilty party when all else fails.,1,0,0.9878854751586914
Entrapment should be legalized,entrapment can be a useful tool in proving that someone is guilty of a crime when traditional methods have failed.,entrapment can help discover a guilty party when all else fails.,1,1,0.9658768773078918
Entrapment should be legalized,entrapment can cause a person to do something they would not normally do and should not be allowed.,people might commit a crime they would not under normal circumstances,-1,1,0.905893087387085
Entrapment should be legalized,entrapment can end with the wrong person arrested,people might commit a crime they would not under normal circumstances,-1,0,0.8860909938812256
Entrapment should be legalized,"entrapment can help catch truly dangerous people before they have a chance to do more harmful - it is a proactive, rather than reactive approach.",entrapment can help discover a guilty party when all else fails.,1,0,0.9338478446006775
Entrapment should be legalized,entrapment can help rid our society of criminals and therefore should be legalized,entrapment can help discover a guilty party when all else fails.,1,0,0.9428093433380127
Entrapment should be legalized,entrapment can help to remove violent criminals from society and should therefore be legalised.,entrapment can help discover a guilty party when all else fails.,1,0,0.9636560678482056
Entrapment should be legalized,entrapment can make a person do something which in other circumstances they may not have done.,people might commit a crime they would not under normal circumstances,-1,1,0.8715962171554565
Entrapment should be legalized,"entrapment can make ordinary people commit crimes that they wouldn't have otherwise committed, you could even be pressured into committing a crime by undercover police officers.",people might commit a crime they would not under normal circumstances,-1,1,0.9380642771720886
Entrapment should be legalized,entrapment causes more criminals to be caught and taken off the streets.,entrapment can help discover a guilty party when all else fails.,1,0,0.9332996606826782
Entrapment should be legalized,entrapment convinces people to commit a crime when they normally wouldn't and should not be legal.,people might commit a crime they would not under normal circumstances,-1,1,0.9138699769973755
Entrapment should be legalized,entrapment could be the only way to bring to justice highly organised and intelligent criminals.,entrapment can help discover a guilty party when all else fails.,1,1,0.997412919998169
Entrapment should be legalized,entrapment could lead an innocent person to commit a crime based on a misunderstanding.,people might commit a crime they would not under normal circumstances,-1,1,0.9151802062988281
Entrapment should be legalized,entrapment enables law enforcement officers to better remove criminals from the streets,entrapment can help discover a guilty party when all else fails.,1,0,0.9597394466400146
Entrapment should be legalized,entrapment encourages people to try and get people to commit crimes which they might otherwise  not have committed.,people might commit a crime they would not under normal circumstances,-1,1,0.9253761768341064
Entrapment should be legalized,entrapment essentially allows police to arrest anyone at any time for no reason,people might commit a crime they would not under normal circumstances,-1,0,0.8889590501785278
Entrapment should be legalized,entrapment involves the police in deception and dishonesty and brings the justice system into disrepute,people might commit a crime they would not under normal circumstances,-1,0,0.8254952430725098
Entrapment should be legalized,entrapment is a breach of individual rights,people might commit a crime they would not under normal circumstances,-1,0,0.9263380765914917
Entrapment should be legalized,entrapment is a good tool for law enforcement to have in their box of tricks.  it allows a known criminal to be caught much easier.,entrapment can help discover a guilty party when all else fails.,1,0,0.9273293018341064
Entrapment should be legalized,"entrapment is a manipulative practice, those prosecuted through it may never have committed criminal activities without the manipulation of entrapment",people might commit a crime they would not under normal circumstances,-1,1,0.8907889127731323
Entrapment should be legalized,entrapment is a slippery slope we should stay off of.  too easy to make a criminal instead of catching one.,people might commit a crime they would not under normal circumstances,-1,1,0.5533829927444458
Entrapment should be legalized,"entrapment is a tool that, when used fairly, only catches individuals in the act doing what they would do regardless of the involvement of the police",entrapment can help discover a guilty party when all else fails.,1,0,0.896981418132782
Entrapment should be legalized,entrapment is a valid tactic to remove criminal offenders from the streets,entrapment can help discover a guilty party when all else fails.,1,0,0.9629332423210144
Entrapment should be legalized,entrapment is an unjust form of capturing criminals as it is tempting someone to do something wrong,people might commit a crime they would not under normal circumstances,-1,0,0.972934365272522
Entrapment should be legalized,entrapment is considered a crime that is previously committed by the police and you are forced to continue the crime.,people might commit a crime they would not under normal circumstances,-1,0,0.6521562337875366
Entrapment should be legalized,entrapment is illegal under the constitution,people might commit a crime they would not under normal circumstances,-1,0,0.7015902996063232
Entrapment should be legalized,entrapment is immoral as a way of decieving one for punishment,people might commit a crime they would not under normal circumstances,-1,0,0.8670989871025085
Entrapment should be legalized,"entrapment is in essence encouraging a crime, and as such is surely indirectly a criminal offence in itself.",people might commit a crime they would not under normal circumstances,-1,0,0.9129289388656616
Entrapment should be legalized,entrapment is morally wrong and is against human rights and should not be legalized.,people might commit a crime they would not under normal circumstances,-1,0,0.922574520111084
Entrapment should be legalized,"entrapment is simply giving criminals an opportunity to commit a crime, in a way that allows law enforcement to easily catch them.",entrapment can help discover a guilty party when all else fails.,1,0,0.9572262167930603
Entrapment should be legalized,entrapment is sometimes the only means possible to capture a diehard criminal.,entrapment can help discover a guilty party when all else fails.,1,1,0.9629403352737427
Entrapment should be legalized,"entrapment is unfair and manipulative, they may not ever have committed a crime had they not been manipulated into it",people might commit a crime they would not under normal circumstances,-1,1,0.9343404769897461
Entrapment should be legalized,entrapment is unfair and often has the wrong results.,people might commit a crime they would not under normal circumstances,-1,0,0.8713224530220032
Entrapment should be legalized,entrapment is unfair and often tempts people into committing crimes they normally would not have,people might commit a crime they would not under normal circumstances,-1,1,0.9665666818618774
Entrapment should be legalized,entrapment is unfair and startles drivers at the last minute.,people might commit a crime they would not under normal circumstances,-1,0,0.6674566864967346
Entrapment should be legalized,entrapment is unfair to people who would not otherwise commit crimes it should remain illegal,people might commit a crime they would not under normal circumstances,-1,1,0.8194155693054199
Entrapment should be legalized,entrapment leads to police abuse or to extort citizens,people might commit a crime they would not under normal circumstances,-1,0,0.90706467628479
Entrapment should be legalized,entrapment makes it easier to catch criminals,entrapment can help discover a guilty party when all else fails.,1,0,0.9212126135826111
Entrapment should be legalized,entrapment may lead to people committing crimes that they would otherwise not have committed.,people might commit a crime they would not under normal circumstances,-1,1,0.9087448120117188
Entrapment should be legalized,entrapment might be what gets someone to commit a crime who hasn't decided to do it,people might commit a crime they would not under normal circumstances,-1,1,0.87398761510849
Entrapment should be legalized,entrapment should be considered as legal as giving huge benefit for safe and secure society.,entrapment can help discover a guilty party when all else fails.,1,0,0.9059442281723022
Entrapment should be legalized,entrapment should be illegal because they are convincing someone to commit a crime that they may not have committed without being cohersed into it.,people might commit a crime they would not under normal circumstances,-1,1,0.82323157787323
Entrapment should be legalized,entrapment should be legal because it is a good way to ensure that a criminal is caught and prosecuted.,entrapment can help discover a guilty party when all else fails.,1,0,0.9698411822319031
Entrapment should be legalized,entrapment should be legalized as enables the police to capture criminals,entrapment can help discover a guilty party when all else fails.,1,0,0.8955704569816589
