topic,argument,key_point,stance,label,set,ibm_pro_deb_qs
We should end mandatory retirement,people have the right to work until they want,We should let everyone retire when they are ready,1,1,train,0.6264188289642334
We should end mandatory retirement,people should be able to choose when they retire.,We should let everyone retire when they are ready,1,1,train,0.791334867477417
We should end mandatory retirement,people should be able to continue working if they choose,We should let everyone retire when they are ready,1,1,train,0.722012460231781
We should end mandatory retirement,people should be able to work as long as they want to.,We should let everyone retire when they are ready,1,1,train,0.7179105281829834
We should end mandatory retirement,people should be able to work for as long as they're healthy and able to do the job.,We should let everyone retire when they are ready,1,1,train,0.8577024340629578
We should end mandatory retirement,people should be allowed to retire when they are ready,We should let everyone retire when they are ready,1,1,train,0.7323571443557739
We should end mandatory retirement,people should be allowed to work as long as they like,We should let everyone retire when they are ready,1,1,train,0.6067537665367126
We should end mandatory retirement,people should be allowed to work for as long as they want and as long as they are capable,We should let everyone retire when they are ready,1,1,train,0.791361927986145
We should end mandatory retirement,people should have to retire at a certain age so jobs become available for younger people.,A mandatory retirement age creates opportunities for other workers,-1,1,train,0.8761917948722839
We should end mandatory retirement,people should not be forced to retire if they are still in good health and can still be useful for their companies.,We should let everyone retire when they are ready,1,1,train,0.892961323261261
We should end mandatory retirement,people shouldn't be forced to retire at a certain age because people all have different abilities at the same age and some can definitely still work.,We should let everyone retire when they are ready,1,1,train,0.8535230159759521
We should end mandatory retirement,"people who are not financially prepared for retirement may not have the means to live out a financially secure retirement, and may be forced to go back to work at an even later age.",A mandatory retirement reduces the quality of life for those forced to retire,1,1,train,0.9979232549667358
We should end mandatory retirement,"people who have gained a lot of wisdom and experience are an asset to any company and if they are perfectly healthy and wanting to continue to share their knowledge, they should have that option.",A mandatory retirement age decreases institutional knowledge,1,1,train,0.9009522795677184
We should end mandatory retirement,people who wish to continue working should be able to do so,We should let everyone retire when they are ready,1,1,train,0.741345226764679
We should end mandatory retirement,some older workers love their job and would be devastated to be forced to stop working,We should let everyone retire when they are ready,1,1,train,0.7833666205406189
We should end mandatory retirement,some people are capable of working way beyond the retirement age and should be able to work and increase their retirement funds as long as they ant.,We should let everyone retire when they are ready,1,1,train,0.9023826718330384
We should end mandatory retirement,some people are not ready to retire at the mandatory age and want to keep working,We should let everyone retire when they are ready,1,1,train,0.8264859914779663
We should end mandatory retirement,"some people have not saved enough money to retire, so making retirement mandatory just forces our elderly into poverty.",A mandatory retirement reduces the quality of life for those forced to retire,1,1,train,0.9911512732505798
We should end mandatory retirement,the loss of experience and knowledge from mandatory retirement is costly to businesses,A mandatory retirement age decreases institutional knowledge,1,1,train,0.9578229784965516
We should end mandatory retirement,The workforce can benefit from the skills and experience of older workers.,A mandatory retirement age decreases institutional knowledge,1,1,train,0.8436470031738281
We should end mandatory retirement,there aren't enough jobs for young people,A mandatory retirement age creates opportunities for other workers,-1,1,train,0.6980878710746765
We should end mandatory retirement,this gives young people a chance to work,A mandatory retirement age creates opportunities for other workers,-1,1,train,0.7460780739784241
We should end mandatory retirement,we need to force people into retirement to open up jobs for the younger generation.,A mandatory retirement age creates opportunities for other workers,-1,1,train,0.9269018173217772
We should end mandatory retirement,we need to free up jobs for people just entering the workforce,A mandatory retirement age creates opportunities for other workers,-1,1,train,0.8203206658363342
We should end mandatory retirement,we should allow for everyone to work as long as they wish to provide for themselves,We should let everyone retire when they are ready,1,1,train,0.7943310141563416
We should end mandatory retirement,We should end mandatory retirement as it is ageist and outdated and people should be given the opportunity to work for as long as they feel able.,We should let everyone retire when they are ready,1,1,train,1.0084034204483032
We should end mandatory retirement,we should end mandatory retirement because a person should be able to work for as long as they wish as long as they do not pose as a safety threat to those around them.,We should let everyone retire when they are ready,1,1,train,0.9349634051322936
We should end mandatory retirement,We should end mandatory retirement because elderly people often need their income from work to live.,A mandatory retirement reduces the quality of life for those forced to retire,1,1,train,0.9274423122406006
We should end mandatory retirement,"we should end mandatory retirement because if a person feels like working, there should not be anything to stop them.",We should let everyone retire when they are ready,1,1,train,0.7986078262329102
We should end mandatory retirement,we should end mandatory retirement because is important in economics high,A mandatory retirement age harms the economy,1,1,train,0.5821746587753296
We should end mandatory retirement,"We should end mandatory retirement because it discriminates against people due to their age, which is beyond their control.",A mandatory retirement is not fair/discriminatory,1,1,train,0.9715161323547364
We should end mandatory retirement,we should end mandatory retirement because it is unfair to discriminate against people on the basis of their age when other forms of discrimination are illegal,A mandatory retirement is not fair/discriminatory,1,1,train,0.9703277349472046
We should end mandatory retirement,we should end mandatory retirement because it should be up to each individual what age they feel they are unable to work any longer,We should let everyone retire when they are ready,1,1,train,0.8720912933349609
We should end mandatory retirement,we should end mandatory retirement because it stops elderly from being able to work if they are still physically able,We should let everyone retire when they are ready,1,1,train,0.8918517827987671
We should end mandatory retirement,we should end mandatory retirement because some people need to keep working in order to be able to afford to retire.,A mandatory retirement reduces the quality of life for those forced to retire,1,1,train,0.8974319100379944
We should end mandatory retirement,we should end mandatory retirement cause not everybody wants to retire from their jobs,We should let everyone retire when they are ready,1,1,train,0.7412602305412292
We should end mandatory retirement,we should not end mandatory retirement because by having mandatory retirement it gives younger people jobs,A mandatory retirement age creates opportunities for other workers,-1,1,train,0.8884888887405396
We should end mandatory retirement,We should not end mandatory retirement because current workers benefited from the policy and should have to 'pay it forward' to younger people.,A mandatory retirement age creates opportunities for other workers,-1,1,train,0.8620348572731018
We should end mandatory retirement,we should not end mandatory retirement because it helps to open new jobs and positions to the younger generations looking for jobs.,A mandatory retirement age creates opportunities for other workers,-1,1,train,0.9547078609466552
We should end mandatory retirement,we should not end mandatory retirement because people need to stop working and enjoy life before they die.,mandatory retirement age benefits those that are about to be retired,-1,1,train,0.8333154916763306
We should end mandatory retirement,we should not end mandatory retirement because some people have hazardous jobs and they need to be forced to retire from them to let the younger people take over,A mandatory retirement age creates opportunities for other workers,-1,1,train,0.9067803621292114
We should end mandatory retirement,We should not end mandatory retirement because the world is already over-populated and people need to retire so that others can back-fill their jobs.,A mandatory retirement age creates opportunities for other workers,-1,1,train,0.8757737874984741
We should end mandatory retirement,we should not force people out of the workplace if they can continue to offer skills to companies.,We should let everyone retire when they are ready,1,1,train,0.8692793846130371
We should end mandatory retirement,with so many living longer and healthier lives we should embrace keeping them in the workforce.,We should let everyone retire when they are ready,1,1,train,0.8769885897636414
We should end mandatory retirement,Without a mandatory retirement younger workers would have decreased opportunities for promotion,A mandatory retirement age creates opportunities for other workers,-1,1,train,0.948737621307373
We should fight for the abolition of nuclear weapons,a country should have the right to defend itself in whatever way it sees fit even if they do not intend to use nuclear weapons.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9377344846725464
We should fight for the abolition of nuclear weapons,A terrorist group with a nuclear weapon could cause immense and immediate damage and devastation.,Nuclear weapons can fall into the wrong hands,1,1,train,0.9678950309753418
We should fight for the abolition of nuclear weapons,"Abolishing nuclear weapons is the only way to ensure that those weapons never fall in the hands of nefarious actors, such as terrorist organizations.",Nuclear weapons can fall into the wrong hands,1,1,train,1.0202494859695437
We should fight for the abolition of nuclear weapons,allowing nations to have nuclear weapons contributes to peace as nobody wants to start a war that will result in mutual destruction.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.955129086971283
We should fight for the abolition of nuclear weapons,"Any use of nuclear weapons in war would result in mutually assured destruction and likely the devastation of the entire planet, and any amount of conventional warfare is preferable to that outcome.",Nuclear weapons provoke or escalate a disastrous military action,1,1,train,0.9879156351089478
We should fight for the abolition of nuclear weapons,"as long as nuclear weapons exist, the entire world has to worry about nations deciding to fire them at another or terrorists getting hold of them and causing disaster",Nuclear weapons can fall into the wrong hands,1,1,train,0.8690469861030579
We should fight for the abolition of nuclear weapons,countries that abolish nuclear weapons will leave themselves defenseless to the countries that refuse to.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8839835524559021
We should fight for the abolition of nuclear weapons,countries with nuclear weapons are better able to defend themselves than countries without.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8405218720436096
We should fight for the abolition of nuclear weapons,Destroying nuclear bombs would work to a nations disadvantage because they will be vulnerable to attacks,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.7909149527549744
We should fight for the abolition of nuclear weapons,"having nuclear weapons acts as a deterrent for other nations who also have them, it means they will not use theirs against us as we would retaliate wiping them out too so they prevent war.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.7856144905090332
We should fight for the abolition of nuclear weapons,having nuclear weapons actually stops nations from going to war because of the fear of how it might escalate,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9317079782485962
We should fight for the abolition of nuclear weapons,having nuclear weapons increases nation's power and status,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.4262731969356537
We should fight for the abolition of nuclear weapons,having nuclear weapons is a protective measure ensuring other countries with them are unlikely to launch attacks.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8852583765983582
We should fight for the abolition of nuclear weapons,having nuclear weapons lowers the chance of a nuclear war because no one will mess with a country that will use them because it is used the war will end instant due to the country being wiped off the map,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9128985404968262
We should fight for the abolition of nuclear weapons,having nuclear weapons provides a good defense and a strong offense against threatening countries.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8941119909286499
We should fight for the abolition of nuclear weapons,"if we abolish nuclear weapons, we make ourselves vulnerable to attack",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8526421189308167
We should fight for the abolition of nuclear weapons,just having the ability to use a nuclear weapon often can be a deterrent.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9185739755630492
We should fight for the abolition of nuclear weapons,"nuclear deterrent stops one country from attacking another for fear that the other country could retaliate with nuclear weapons so, by removing that deterrent, the risk becomes greater",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8992664813995361
We should fight for the abolition of nuclear weapons,"nuclear weapons act as a deterrent, getting rid of them could mean rebel countries using theirs with no threat of retaliation",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.848814845085144
We should fight for the abolition of nuclear weapons,nuclear weapons actually promote peace as the threat of their use discourages strife.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9166355729103088
We should fight for the abolition of nuclear weapons,nuclear weapons aid in deterring other countries from attacks and also symbolizes a countries world power.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9410990476608276
We should fight for the abolition of nuclear weapons,Nuclear weapons also provide a safety net for countries in case of an attack and should not be banned.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9505332708358764
We should fight for the abolition of nuclear weapons,nuclear weapons are a deterent to mutual destruction,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.964777171611786
We should fight for the abolition of nuclear weapons,Nuclear Weapons are a good defense and allows a nation to protect themselves,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8651730418205261
We should fight for the abolition of nuclear weapons,nuclear weapons are a huge deterent to our enemies,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.924680471420288
We should fight for the abolition of nuclear weapons,nuclear weapons are a necessary evil that have kept the peace in uncertain times,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9143104553222656
We should fight for the abolition of nuclear weapons,"nuclear weapons are a necessary latent defence mechanism, holding that potential prevents actual conflict because the unspoken threat protects us",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.962912619113922
We should fight for the abolition of nuclear weapons,nuclear weapons are a safety net that we should use,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8303064107894897
We should fight for the abolition of nuclear weapons,nuclear weapons are a strong argument to stop any possible foreign aggression,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9263242483139038
We should fight for the abolition of nuclear weapons,"nuclear weapons are a symbol of power and strength that can prevent other countries from attacks, giving us a place as a world power.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9617815017700196
We should fight for the abolition of nuclear weapons,nuclear weapons are an effective threat that have prevented world war for 70 years,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9470362663269044
We should fight for the abolition of nuclear weapons,"nuclear weapons are being developed by governments that cannot be assured of judicial usage, leaving the planet vulnerable to destruction",Nuclear weapons can fall into the wrong hands,1,1,train,0.9220427870750428
We should fight for the abolition of nuclear weapons,"nuclear weapons are dangerous in the hands of dictators, who could use them to cause mass destruction.",Nuclear weapons can fall into the wrong hands,1,1,train,0.9439407587051392
We should fight for the abolition of nuclear weapons,nuclear weapons are dangerous in the hands of evil dictators.,Nuclear weapons can fall into the wrong hands,1,1,train,0.8512167930603027
We should fight for the abolition of nuclear weapons,nuclear weapons are deadly and eventually we might need them.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8402175903320312
We should fight for the abolition of nuclear weapons,nuclear weapons are important in the fight against those who want to hurt their enemies,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9291476607322692
We should fight for the abolition of nuclear weapons,nuclear weapons are needed as a prevention measure.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8180031180381775
We should fight for the abolition of nuclear weapons,nuclear weapons are the only thing keeping some countries from fighting.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8629868030548096
We should fight for the abolition of nuclear weapons,nuclear weapons are the only way to achieve order,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.845827043056488
We should fight for the abolition of nuclear weapons,nuclear weapons being around is a big reason wars have not started.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.7845284342765808
We should fight for the abolition of nuclear weapons,Nuclear weapons can bring about a certain level of respect,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.5693283081054688
We should fight for the abolition of nuclear weapons,nuclear weapons create unnecessary political tension,Nuclear weapons provoke or escalate a disastrous military action,1,1,train,0.9911354780197144
We should fight for the abolition of nuclear weapons,Nuclear weapons encourage global stability and increase peace.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.991001546382904
We should fight for the abolition of nuclear weapons,Nuclear Weapons have a capacity to wipe out an entire nation,Nuclear weapons provoke or escalate a disastrous military action,1,1,train,0.9524348378181458
We should fight for the abolition of nuclear weapons,nuclear weapons have ensured that there has not been a third world war because of the destructive threat,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8824888467788696
We should fight for the abolition of nuclear weapons,nuclear weapons have helped keep the peace in a dangerous and uncertain world for several decades,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9724011421203612
We should fight for the abolition of nuclear weapons,nuclear weapons have proved to be an effective way of keeping peace between the superpowers,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9579237699508668
We should fight for the abolition of nuclear weapons,nuclear weapons help to insure that other countries will not attach because they in turn will most certainly be destroyed.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.6704628467559814
We should fight for the abolition of nuclear weapons,"nuclear weapons help to keep the peace between countries; abolition would potentially see some of the stock filter into terrorist hands, and become exponentially more dangerous.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9437242150306702
We should fight for the abolition of nuclear weapons,"nuclear weapons must be maintained as a deterrent to full scale nuclear war, as mutually assured destruction may very well prevent all out nuclear war.",Nuclear weapons is essential for protection and deterrence,-1,1,train,1.0085529088974
We should fight for the abolition of nuclear weapons,nuclear weapons present a balance between the great powers of the world.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8009334802627563
We should fight for the abolition of nuclear weapons,nuclear weapons present a threat to global security when they are in the hands of dictators.,Nuclear weapons can fall into the wrong hands,1,1,train,0.942548394203186
We should fight for the abolition of nuclear weapons,Nuclear weapons prevent conflicts from dragging onward because once they are used involved countries lose the motivation to continue fighting (re: Hiroshima and Nagasaki).,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8388839960098267
We should fight for the abolition of nuclear weapons,Nuclear weapons promote diplomacy as a solution to conflict.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9712475538253784
We should fight for the abolition of nuclear weapons,Nuclear weapons provide a deterrent for starting a major conflict.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9974753260612488
We should fight for the abolition of nuclear weapons,nuclear weapons should not be abolished because we need them to defend our country,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.7589991688728333
We should fight for the abolition of nuclear weapons,nuclear weapons shouldn't exist and if used erroneously could destroy the planet,Nuclear weapons provoke or escalate a disastrous military action,1,1,train,0.901456892490387
We should fight for the abolition of nuclear weapons,nuclear weapons stop countries from attacking those that hold them and therefore protect those countries.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8977928161621094
We should fight for the abolition of nuclear weapons,"Nuclear weapons, by virtue of the principle of mutual assured destruction, have made another great war between global powers impossible.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9941912293434144
We should fight for the abolition of nuclear weapons,our goal should be the abolition of nuclear weapons because a nuclear war would likely destroy the world.,Nuclear weapons provoke or escalate a disastrous military action,1,1,train,0.9337282180786132
We should fight for the abolition of nuclear weapons,"The theory of ""Mutual Assured Destruction"" is viable today as much as it was in the cold war, and the result is relative peace",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8966678977012634
We should fight for the abolition of nuclear weapons,the threat of nuclear weapons helps keep other countries from declaring wars.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8719384670257568
We should fight for the abolition of nuclear weapons,the threat of nuclear weapons keeps despots and tyrants in check.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.7627408504486084
We should fight for the abolition of nuclear weapons,"the u. s needs nuclear weapons, just having them prevents other countries from attacking us.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.826566755771637
We should fight for the abolition of nuclear weapons,"the united states, at least, needs nuclear weapons for protection in order to deter other countries from attacking.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8753448128700256
We should fight for the abolition of nuclear weapons,the use of nuclear weapons is a good tool to guard against mutual destruction.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9165942668914796
We should fight for the abolition of nuclear weapons,The use of nuclear weapons would cause the complete annihilation of both the attacker and the defender.,Nuclear weapons provoke or escalate a disastrous military action,1,1,train,0.9107681512832642
We should fight for the abolition of nuclear weapons,there are still dangerous countries that don't possess nuclear weapons and that is what prevents them from attacking a country that has them,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8605519533157349
We should fight for the abolition of nuclear weapons,There is a risk of terrorists getting a nuclear weapon and creating a dirty bomb capable of destroying cities with millions of citizens.,Nuclear weapons can fall into the wrong hands,1,1,train,0.9454190135002136
We should fight for the abolition of nuclear weapons,"these weapons could kill an entire state of people at once, they are too dangerous.",Nuclear weapons provoke or escalate a disastrous military action,1,1,train,0.9287582635879515
We should fight for the abolition of nuclear weapons,they are a valuable deterrant to having another world war.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9147403240203856
We should fight for the abolition of nuclear weapons,they provide security in the form of mutually assured destruction,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8928020596504211
We should fight for the abolition of nuclear weapons,"we can't guarantee that our enemies would not create them behind our back, and then obliterate us.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8028846979141235
We should fight for the abolition of nuclear weapons,"we can't trust every nuclear power to denuclearize, keeping some weapons in stock keeps peace.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.917145848274231
We should fight for the abolition of nuclear weapons,"we should allow for nuclear weapons for without it, the world will be tortured by people who have no morals and will slowly kill us all.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8927510380744934
We should fight for the abolition of nuclear weapons,we should because they are extremely dangerous.,Nuclear weapons provoke or escalate a disastrous military action,1,1,train,0.4578158855438232
We should fight for the abolition of nuclear weapons,we should continue to support nuclear weapons because there will be a day our country will regret not having the bigger and better weapon to defend our country.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8620749711990356
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons as they can cause catastrophic consequences and can cause unspeakable suffering.,Nuclear weapons provoke or escalate a disastrous military action,1,1,train,1.0326889753341677
We should fight for the abolition of nuclear weapons,We should fight for the abolition of nuclear weapons because they pose an existential threat to civilization.,Nuclear weapons provoke or escalate a disastrous military action,1,1,train,1.0170326232910156
We should fight for the abolition of nuclear weapons,we should fight to abolition nuclear weapons because if they get in the wrong hands many people will be killed,Nuclear weapons can fall into the wrong hands,1,1,train,0.9613454341888428
We should fight for the abolition of nuclear weapons,We should not abolish nuclear weapons as it will only encourage countries to develop other weaponry in order to have either a deterrent or a force against other countries.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9128087162971495
We should fight for the abolition of nuclear weapons,we should not fight for the abolition of nuclear weapons because countries have them to protect themselves against other countries,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.6935181617736816
We should fight for the abolition of nuclear weapons,"we should not fight for the abolition of nuclear weapons because if our country was ever attacked with nuclear weapons, we need to be able to fight back.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8930782079696655
We should fight for the abolition of nuclear weapons,we should not fight for the abolition of nuclear weapons since just having nuclear weapons deters another nation from starting a major conflict with us.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9567579627037048
We should fight for the abolition of nuclear weapons,we shouldn't fight for the abolition of nuclear weapons because it lead to more power for the country and lowers the chance of a nuclear war,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9442254900932312
We should fight urbanization,a city is the best place for people to have what they need near by,Cities offer more opportunities,-1,1,train,0.7735775709152222
We should fight urbanization,"as the global population continues to grow, urbanization is required to ensure that there are enough houses and employment opportunities for society to function.",Cities offer more opportunities,-1,1,train,0.9708569049835204
We should fight urbanization,cities bring everything closer together and make it easier to do everything as a result of that.,Cities offer more opportunities,-1,1,train,0.8595900535583496
We should fight urbanization,concentrating large number of people and resources increases pollution and lessons the feeling of wellbeing among it's citizens.,Urbanization harms the environment,1,1,train,0.7443969249725342
We should fight urbanization,dense cities concentrate pollution.,Urbanization harms the environment,1,1,train,0.8475831747055054
We should fight urbanization,"grouping people together as in urbanization, makes it easier to control crimes and puts them closer to necessary medical facilities.",Cities offer more opportunities,-1,1,train,0.921121060848236
We should fight urbanization,"if we fight urbanization, then less people would be able to find jobs",Cities offer more opportunities,-1,1,train,0.8555819988250732
We should fight urbanization,"if we fight urbanization, there would be less pollution",Urbanization harms the environment,1,1,train,0.8421476483345032
We should fight urbanization,increasing urbanization can have negative impacts on the natural enviroment,Urbanization harms the environment,1,1,train,0.9085458517074584
We should fight urbanization,it creates congestion and pollution,Urbanization harms the environment,1,1,train,0.8526464104652405
We should fight urbanization,"it is better to encourage urbanization as it damage the countryside, wildlife and open spaces less",Urbanization benefits the environment,-1,1,train,0.8349226713180542
We should fight urbanization,it leads to the destruction of nature and our ecosystem,Urbanization harms the environment,1,1,train,0.8589669466018677
We should fight urbanization,its good to keep everyone in an urban environment because less travel is needed and it helps the environment.,Urbanization benefits the environment,-1,1,train,0.7970408797264099
We should fight urbanization,"Lots of trees get cut down every year to make urban cities, that's bad for the environment",Urbanization harms the environment,1,1,train,0.7658280730247498
We should fight urbanization,"many of our natural habitats and ecosystems have been lost to urbanization, thereby rendering some many species of animals endangered",Urbanization harms the environment,1,1,train,0.9578804969787598
We should fight urbanization,people should be allowed to go where they wish to live and work and inevitably they will wish to go to developed areas for greater job opportunities and amenities.,Cities offer more opportunities,-1,1,train,0.9324856996536256
We should fight urbanization,quick urbanization usually happens in unscrupulous ways with worker abuse and immense pollution.,Urbanization harms the environment,1,1,train,0.9424301981925964
We should fight urbanization,the more crowded a place become the more crime rises.,Urbanization causes crime,1,1,train,0.6792740821838379
We should fight urbanization,the urbanizations destroy the environment,Urbanization harms the environment,1,1,train,0.7799339294433594
We should fight urbanization,there are a lot more job opportunities for people in urban centers.,Cities offer more opportunities,-1,1,train,0.8500137329101562
We should fight urbanization,too much urbanization means less green space for people to enjoy and disturbs nature that resides there.,Urbanization harms the environment,1,1,train,0.8611171245574951
We should fight urbanization,urban centers are technology hubs and house millions of jobs.,Cities offer more opportunities,-1,1,train,0.9205825924873352
We should fight urbanization,urban development of neighborhoods leads to more crime and violence..,Urbanization causes crime,1,1,train,0.8644066452980042
We should fight urbanization,urbanisation increases crime since there's more people in an area.,Urbanization causes crime,1,1,train,0.8779256939888
We should fight urbanization,urbanisation leads to the loss of countryside,Urbanization harms the environment,1,1,train,0.903273582458496
We should fight urbanization,urbanisation limits what farmland is available to produce food.,Urbanization harms the environment,1,1,train,0.8942820429801941
We should fight urbanization,urbanisation makes all amenities closer so it's more convenient to everyone.,Cities offer more opportunities,-1,1,train,0.860901951789856
We should fight urbanization,"urbanisms destroy the environment and ecosystems, we can not continue preying on our planet",Urbanization harms the environment,1,1,train,0.9128265976905824
We should fight urbanization,urbanization allows easier access to essential services such as healthcare and education,Cities offer more opportunities,-1,1,train,0.9695427417755128
We should fight urbanization,"urbanization allows for more employment opportunities, greater housing options as well as access to employment.",Cities offer more opportunities,-1,1,train,1.0075337886810305
We should fight urbanization,urbanization allows for more investing opportunities.,Cities offer more opportunities,-1,1,train,0.9134945273399352
We should fight urbanization,urbanization allows people access to transportation and medical services.,Cities offer more opportunities,-1,1,train,0.9419492483139038
We should fight urbanization,"urbanization allows people easier access to jobs, transportation and health care providers.",Cities offer more opportunities,-1,1,train,0.9875665307044984
We should fight urbanization,urbanization allows populations easier access to food and services that improve quality of life.,Cities offer more opportunities,-1,1,train,1.0001895427703855
We should fight urbanization,urbanization allows the country to save money because they can build centralized services such as hospitals and schools.,Urbanization benefits the economy,-1,1,train,0.9143491387367249
We should fight urbanization,urbanization also creates job opportunities for many people as well as housing.,Cities offer more opportunities,-1,1,train,0.9752891063690186
We should fight urbanization,urbanization and having high concentration of people in these areas will cause and increase in crime.,Urbanization causes crime,1,1,train,0.9265956878662108
We should fight urbanization,urbanization can bring much needed money to a city.,Urbanization benefits the economy,-1,1,train,0.8957793712615967
We should fight urbanization,urbanization can cause pollution and other environmental issues,Urbanization harms the environment,1,1,train,0.9437136054039
We should fight urbanization,urbanization can create job opportunities people benefit from improved facilities such as hospitals schools shops etc,Cities offer more opportunities,-1,1,train,0.8763610124588013
We should fight urbanization,urbanization can enable people to have closer access to key services such as hospitals and supermarkets.,Cities offer more opportunities,-1,1,train,0.9763570427894592
We should fight urbanization,urbanization can increase over crowding which in turn can lead to a rise in crime.,Urbanization causes crime,1,1,train,0.946916937828064
We should fight urbanization,urbanization can provide more affordable places for people to live and cut down on homelessness.,Cities offer more opportunities,-1,1,train,0.9943329691886902
We should fight urbanization,urbanization concentrates people in one are thus increasing pollution.,Urbanization harms the environment,1,1,train,0.6654434204101562
We should fight urbanization,"urbanization contributes to overcrowding, poverty and environmental degredation.",Urbanization harms the environment,1,1,train,1.0210580825805664
We should fight urbanization,urbanization contributes to pollution and overcrowding which also causes rents to rise that can displace a family that is already struggling to meet its needs.,Urbanization harms the environment,1,1,train,0.9708058834075928
We should fight urbanization,urbanization creates more poverty and crime.,Urbanization causes crime,1,1,train,0.944640338420868
We should fight urbanization,urbanization creates overcrowded places with high crime,Urbanization causes crime,1,1,train,0.945418119430542
We should fight urbanization,urbanization creates overcrowding and pollution,Urbanization harms the environment,1,1,train,0.9678658843040466
We should fight urbanization,urbanization creates population centers where major companies would establish themselves which makes it easier to get jobs,Cities offer more opportunities,-1,1,train,0.9413163661956788
We should fight urbanization,urbanization creates spaces that are unhealthy and crime ridden,Urbanization causes crime,1,1,train,0.981385052204132
We should fight urbanization,urbanization damages the environment.,Urbanization harms the environment,1,1,train,0.916194498538971
We should fight urbanization,"urbanization destroys green space, which has been shown to have a detrimental effect on human mental states.",Urbanization harms the environment,1,1,train,1.002577781677246
We should fight urbanization,urbanization destroys natural habitats for animals and plants.,Urbanization harms the environment,1,1,train,0.9331709146499634
We should fight urbanization,"urbanization destroys natural habits, impacting negatively the environment and endangering many native species of animals, plants and insect life.",Urbanization harms the environment,1,1,train,0.9867128729820251
